idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
656725,1068,Open,No,,Remain the same,,,100,Does not apply,No,90,Don't know,Decrease,Decrease,Yes,No,No,Don't know,0,84,Remain the same,Decrease,Don't know,15,Don't know,Decrease,Remain the same,Remain the same,Loands from non-banking financial institutions,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656726,10,Temporarily closed,,10,Decrease,,80,100,Does not apply,Yes,15,Decrease,Decrease,Decrease,Yes,No,Yes,2,100,11,Decrease,Decrease,3,0,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,Yes,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,Yes,No,,2,,,,,,,
656727,95,Open,Yes,6,Decrease,,60,100,Does not apply,Yes,40,Decrease,Decrease,Decrease,Yes,Yes,Yes,90,50,11,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Increase,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656728,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656729,109,Open,Yes,3,Decrease,,40,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,10,6,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656730,562,Open,Yes,9,Decrease,,90,100,Does not apply,Yes,15,Decrease,Decrease,Decrease,Yes,No,Yes,8,100,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,3,,,,,,,
656731,1212,Open,Yes,1,Decrease,,20,70,Decrease,No,70,Decrease,Decrease,Decrease,Yes,Yes,No,5,0,18,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656732,1310,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,13,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656733,1039,Open,No,,Decrease,,30,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,No,Yes,20,20,100,Remain the same,Remain the same,,,10,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656734,170,Open,Yes,6,Decrease,,40,100,Does not apply,No,40,Decrease,Decrease,Decrease,No,Yes,Yes,20,10,5,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,No,Yes,Yes,Don't know,No,,5,,,,,,,
656735,570,Open,No,,Increase,5,,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,Yes,No,5,0,10,Remain the same,Decrease,0,0,0,Remain the same,Decrease,Decrease,,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656736,111,Open,Yes,4,Decrease,,10,60,Decrease,Yes,70,Remain the same,Decrease,Remain the same,No,No,Yes,0,30,83,Remain the same,Decrease,15,0,48,Decrease,Increase,Increase,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656737,411,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,80,Remain the same,Decrease,Remain the same,No,Yes,Yes,10,80,6,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Decrease,,No,No,No,Does not apply,No,No,,,,,,,,4,,,,,,,
656738,1244,Open,Yes,3,Decrease,,40,80,Decrease,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,20,15,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,2,,,,,,,
656739,38,Temporarily closed,,12,Decrease,,90,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,0,0,9,Remain the same,Remain the same,,,9,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,2,,,,,,,
656740,27,Open,Yes,10,Decrease,,100,100,Does not apply,Yes,Don't know,Decrease,Decrease,Decrease,Yes,No,Yes,10,0,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656741,751,Open,No,,Increase,15,,100,Does not apply,No,100,Remain the same,Remain the same,Increase,No,No,No,10,10,15,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Decrease,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656742,664,Open,No,,Decrease,,15,100,Decrease,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,10,30,7,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656743,377,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656744,767,Open,Yes,5,Decrease,,40,100,Does not apply,No,30,Decrease,Decrease,Decrease,No,No,No,0,0,12,Decrease,Decrease,10,0,0,Decrease,Decrease,Decrease,None of the above,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,0,,,,,,,
656745,1241,Open,Yes,8,Decrease,,65,100,Does not apply,Yes,25,Decrease,Decrease,Decrease,Yes,Yes,Yes,70,80,12,Remain the same,Remain the same,,,Does not apply,Decrease,Increase,Increase,Loans from commercial banks,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,2,,,,,,,
656746,17,Open,Yes,2,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,No,70,0,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656747,791,Open,Yes,1,Decrease,,25,100,Decrease,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,15,5,6,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656748,292,Open,Yes,2,Decrease,,20,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,0,15,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656749,257,Open,Yes,4,Decrease,,50,100,Does not apply,No,50,Decrease,Decrease,Decrease,Yes,No,Yes,5,40,7,Remain the same,Decrease,2,0,Does not apply,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656750,192,Open,Yes,2,Decrease,,20,100,Does not apply,No,85,Remain the same,Decrease,Decrease,No,No,No,0,0,7,Remain the same,Decrease,0,0,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656751,1100,Open,Yes,4,Decrease,,60,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,90,0,7,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,8,,,,,,,
656752,1263,Open,Yes,4,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656753,916,Open,Yes,1,Decrease,,35,70,Decrease,Yes,70,Remain the same,Decrease,Decrease,No,No,No,10,0,12,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656754,281,Open,No,,Increase,25,,100,Remain the same,Yes,70,Increase,Increase,Increase,Yes,Yes,No,40,20,12,Remain the same,Increase,,,Does not apply,Increase,Remain the same,Remain the same,,No,Yes,Yes,No,No,"No, but expect to receive them in the next 3 months",Yes,Yes,No,Yes,No,No,,12,,,,,,,
656755,896,Open,No,,Increase,23,,55,Increase,Yes,90,Increase,Increase,Increase,Yes,Yes,Yes,30,15,51,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,Does not apply,No,Yes,Yes,Yes,Yes,No,No,No,,18,,,,,,,
656756,773,Open,No,,Decrease,,10,100,Does not apply,No,100,Decrease,Decrease,Remain the same,No,No,Yes,0,0,300,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,12,,,,,,,
656757,174,Open,Yes,4,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,8,Remain the same,Decrease,0,0,0,Decrease,Decrease,Increase,Loans from commercial banks,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656758,63,Open,Yes,3,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,No,No,No,0,0,5,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656759,784,Open,Yes,4,Remain the same,,,100,Does not apply,No,60,Remain the same,Remain the same,Remain the same,No,No,No,0,10,5,Remain the same,Decrease,3,0,2,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656760,1134,Open,No,,Remain the same,,,100,Does not apply,Yes,80,Remain the same,Remain the same,Remain the same,No,No,No,0,0,18,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656761,529,Open,Yes,3,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,10,16,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656762,699,Open,Yes,6,Remain the same,,,100,Does not apply,Yes,70,Remain the same,Remain the same,Remain the same,No,Yes,Yes,25,50,18,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656763,1037,Open,Yes,1,Decrease,,20,90,Decrease,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,15,11,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,No,No,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,2,,,,,,,
656764,717,Open,No,,Decrease,,40,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,50,11,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656765,829,Open,Yes,3,Decrease,,25,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,No,0,0,16,Remain the same,Decrease,0,0,0,Remain the same,Decrease,Decrease,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656766,62,Open,Yes,6,Decrease,,20,100,Remain the same,Yes,75,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,30,20,Decrease,Remain the same,1,1,1,Decrease,Remain the same,Remain the same,None of the above,Yes,No,Yes,No,No,No,,,,,,,,Don't know,,,,,,,
656767,144,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Yes,Yes,Yes,Yes,Yes,No
656768,1012,Open,Yes,8,Decrease,,50,90,Don't know,Yes,50,Decrease,Decrease,Decrease,No,No,Yes,0,60,16,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",Yes,Yes,No,Yes,No,No,,4,,,,,,,
656769,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656770,837,Open,No,,Decrease,,10,100,Does not apply,Yes,80,Remain the same,Decrease,Decrease,Yes,Yes,Yes,15,25,16,Remain the same,Decrease,0,0,6,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,1,,,,,,,
656771,1264,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,No,No,No,No,No,No
656772,644,Open,No,,Don't know,,,100,Does not apply,Yes,Don't know,Remain the same,Remain the same,Remain the same,No,Don't know,No,3,Don't know,26,Decrease,Don't know,Don't know,Don't know,Don't know,Remain the same,Decrease,Don't know,,No,No,No,Don't know,No,No,,,,,,,,3,,,,,,,
656773,556,Open,No,,Remain the same,,,80,Remain the same,Yes,85,Remain the same,Decrease,Decrease,Don't know,No,No,0,0,1030,Remain the same,Don't know,,,Don't know,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,,Don't know,,,,,,,
656774,1070,Open,Yes,4,Decrease,,20,100,Does not apply,No,70,Decrease,Remain the same,Remain the same,No,Yes,No,10,0,16,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,8,,,,,,,
656775,1221,Open,Yes,6,Decrease,,30,100,Does not apply,Yes,60,Decrease,Remain the same,Don't know,Yes,No,Yes,10,0,20,Remain the same,Remain the same,,,10,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656776,337,Open,Yes,4,Decrease,,30,80,Does not apply,Yes,60,Decrease,Decrease,Remain the same,Yes,No,Yes,Don't know,20,6,Remain the same,Remain the same,,,3,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656777,789,Open,Yes,2,Decrease,,25,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,12,10,17,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656778,146,Open,No,,Decrease,,10,95,Decrease,No,80,Remain the same,Decrease,Remain the same,No,No,Yes,10,10,50,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656779,1090,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,No,No,0,0,13,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656780,133,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,0,11,Remain the same,Remain the same,,,0,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656781,481,Open,Yes,5,Decrease,,50,100,Does not apply,No,40,Decrease,Decrease,Decrease,Yes,No,Yes,15,20,13,Remain the same,Decrease,2,0,3,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656782,246,Open,Yes,8,Decrease,,25,100,Decrease,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,20,14,Decrease,Decrease,1,0,1,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656783,326,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,Yes,Yes,No,No,No
656784,1316,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,60,Remain the same,Decrease,Decrease,Yes,Yes,No,30,0,8,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656785,802,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,No,Don't know,0,15,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656786,437,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Decrease,Decrease,Remain the same,No,No,Yes,0,2,4,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,Don't know,Don't know,No,No,,,,,,,,8,,,,,,,
656787,397,Open,Yes,4,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,50,16,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Decrease,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656788,938,Open,No,,Decrease,,20,100,Does not apply,Yes,100,Remain the same,Decrease,Decrease,Yes,No,No,25,10,34,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,14,,,,,,,
656789,1045,Open,No,,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,11,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,8,,,,,,,
656790,843,Open,Yes,2,Decrease,,20,100,Does not apply,No,90,Remain the same,Decrease,Decrease,Yes,Yes,Yes,5,40,12,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,1,,,,,,,
656791,777,Open,Yes,1,Decrease,,10,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,No,5,0,17,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,1,,,,,,,
656792,754,Open,No,,Remain the same,,,100,Does not apply,Yes,90,Remain the same,Remain the same,Remain the same,No,Yes,No,25,5,102,Remain the same,Remain the same,,,Does not apply,Remain the same,Increase,Remain the same,,No,No,No,Don't know,No,No,,,,,,,,6,,,,,,,
656793,998,Open,No,,Don't know,,,100,Does not apply,No,90,Remain the same,Remain the same,Decrease,No,No,Yes,30,15,10,Decrease,Don't know,1,0,5,Remain the same,Increase,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656794,657,Open,Yes,2,Decrease,,16,85,Decrease,Yes,75,Remain the same,Decrease,Decrease,No,Yes,Yes,Don't know,50,14,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,10,,,,,,,
656795,612,Temporarily closed,,4,Decrease,,60,100,Does not apply,No,20,Decrease,Decrease,Decrease,No,No,No,0,0,8,Decrease,Decrease,0,8,0,Decrease,Decrease,Decrease,None of the above,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,0,,,,,,,
656796,609,Open,Yes,2,Decrease,,35,80,Decrease,No,80,Decrease,Decrease,Decrease,Yes,No,No,3,5,7,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,No,No,No,Does not apply,Don't know,No,,,,,,,,2,,,,,,,
656797,123,Open,Yes,1,Decrease,,25,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,7,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656798,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656799,1258,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,No,20,0,12,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Increase,Loans from commercial banks,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656800,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656801,1169,Open,No,,Remain the same,,,100,Does not apply,Yes,70,Remain the same,Increase,Remain the same,Yes,Yes,No,60,15,11,Remain the same,Decrease,2,0,1,Remain the same,Remain the same,Remain the same,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,,12,,,,,,,
656802,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656803,589,Open,Yes,11,Decrease,,100,100,Does not apply,No,1,Decrease,Decrease,Decrease,No,No,No,0,0,7,Decrease,Remain the same,3,0,4,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,Yes,Yes,No,No,Yes,Yes,No,No,,0,,,,,,,
656804,266,Open,No,,Decrease,,20,100,Does not apply,No,100,Remain the same,Decrease,Remain the same,No,No,No,0,0,12,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656805,857,Open,Yes,3,Decrease,,30,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,20,13,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Decrease,Delaying payments to suppliers or workers,No,Yes,No,No,No,No,,,,,,,,3,,,,,,,
656806,1249,Open,Yes,5,Decrease,,30,100,Does not apply,No,60,Decrease,Decrease,Decrease,No,No,No,0,0,4,Decrease,Remain the same,0,3,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,2,,,,,,,
656807,1245,Open,Yes,2,Decrease,,30,70,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,No,Yes,10,0,18,Decrease,Remain the same,0,0,Does not apply,Decrease,Increase,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656808,415,Open,Yes,1,Decrease,,30,100,Does not apply,Yes,80,Remain the same,Decrease,Decrease,Yes,Yes,Yes,30,20,17,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Equity finance,No,No,No,No,No,No,,,,,,,,2,,,,,,,
656809,538,Open,Yes,2,Decrease,,35,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,Yes,0,0,9,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,Don't know,,,,,,,
656810,134,Open,Yes,1,Decrease,,5,100,Does not apply,Yes,75,Remain the same,Decrease,Remain the same,No,No,Yes,5,10,14,Remain the same,Decrease,0,0,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656811,355,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,No,No,20,0,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656812,611,Open,Yes,3,Decrease,,20,80,Decrease,No,,Decrease,Decrease,Decrease,Yes,Yes,Yes,2,5,126,Remain the same,Decrease,10,0,0,Decrease,Remain the same,Decrease,Government grants,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,2,,,,,,,
656813,34,Open,Yes,2,Decrease,,25,70,Decrease,No,75,Decrease,Decrease,Decrease,Yes,No,No,5,2,152,Remain the same,Decrease,45,3,8,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656814,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656815,301,Open,No,,Decrease,,15,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,Yes,Yes,25,30,9,Remain the same,Decrease,0,0,0,Remain the same,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,0,,,,,,,
656816,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656817,877,Open,Yes,3,Decrease,,15,100,Does not apply,Yes,80,Remain the same,Remain the same,Decrease,Yes,No,No,0,0,10,Remain the same,Remain the same,,,0,Remain the same,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656818,299,Open,No,,Decrease,,20,100,Decrease,No,70,Remain the same,Decrease,Decrease,No,No,No,0,0,18,Decrease,Decrease,5,4,2,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,0,,,,,,,
656819,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656820,1305,Open,Yes,6,Decrease,,20,100,Does not apply,Yes,80,Remain the same,Remain the same,Remain the same,Don't know,No,Yes,Don't know,0,7,Remain the same,Remain the same,,,Don't know,Don't know,Increase,Remain the same,,No,No,Don't know,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
656821,412,Open,Yes,4,Decrease,,40,100,Does not apply,No,60,Decrease,Decrease,Decrease,Yes,Yes,No,5,0,12,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,1,,,,,,,
656822,821,Open,Yes,2,Decrease,,35,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,5,12,Remain the same,Decrease,0,0,0,Decrease,Decrease,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656823,776,Temporarily closed,,12,Decrease,,90,100,Does not apply,Yes,10,Decrease,Decrease,Decrease,Yes,Yes,Yes,50,25,24,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Equity finance,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,3,,,,,,,
656824,363,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,0,6,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656825,1160,Open,Yes,2,Decrease,,25,100,Decrease,No,78,Decrease,Decrease,Decrease,Yes,Yes,Yes,25,20,250,Decrease,Remain the same,4,10,0,Decrease,Increase,Increase,None of the above,Yes,No,No,No,No,No,,,,,,,,8,,,,,,,
656826,284,Open,Yes,2,Decrease,,20,100,Does not apply,No,80,Remain the same,Remain the same,Increase,Yes,Yes,No,15,0,7,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Remain the same,None of the above,Yes,No,No,Does not apply,No,No,,,,,,,,0,,,,,,,
