idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
656616,656616,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,No,50,Activity In The Field Of Documentary Telecommunications,80,32000000,100,,,,,,50,No,0,0,No,,,,Yes,Yes,No,15,,,No full-time seasonal or temporary workers,,7000000,2000000,,Don't know (spontaneous),,20000000,,,,Are estimates computed with some precision,Increase,Don't know (spontaneous),Too many to count,No,Yes,Yes,No,400000,100,100,0,0,0,0,,,,Provide services of,Yes,0,0,,,,,,,,,,,50,,,
656617,656617,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,Yes,Don't know (spontaneous),Provision Of Freight Transportation Services By Land Freight Transport,100,Don't know (spontaneous),80,,,,,,0,No,0,0,No,,,,Yes,Yes,Yes,52,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,0,90,10,0,0,0,,,,Provide services of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656618,656618,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2000,No,Yes,Don't know (spontaneous),"Activities Of Inland Waterway Transport, Water Excursions, Rental Of Ships",100,30000000,100,,,,,,Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,No,Yes,90,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,29000000,Don't know (spontaneous),0,,Are estimates computed with some precision,Decrease,5,Too many to count,Yes,No,Yes,No,Don't know (spontaneous),Does not apply is a floor in a building (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Provide services of,Yes,Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),,,
656619,656619,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2014,No,Yes,100,Storage And Warehousing Of Goods,100,400000000,100,,,,,,0,No,40,40,Yes,100,0,0,No,No,No,597,,,20,One month or less,396000000,12000000,,40000000,,350000000,600000,0,,Are estimates computed with some precision,Increase,10,0,No,No,No,No,,0,100,0,0,0,0,0,0,0,Provide services of,,0,0,,,,,,0,,0,,,30,,,
656620,656620,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1996,No,Yes,100,"Wholesale Trade Of Solid, Liquid And Gaseous Fuels And Related Products",85,1006000000,100,,,,,,100,No,0,0,Yes,100,0,0,Yes,No,No,111,,,No full-time seasonal or temporary workers,,67000000,950000,,Don't know (spontaneous),,1001000000,1000000,0,,Are in some case taken from books and in some case estimates,Increase,15,Too many to count,No,No,No,No,,100,60,0,0,40,0,0,0,0,Wholesale trade of,,0,0,,,,,,0,,0,,,40,,,
656621,656621,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1998,No,No,50,Wholesale Export Of Books,60,1500000000,0,,,,,,0,No,70,100,No,,,,Yes,No,No,40,,,1,One month or less,35000000,0,,0,,1300000000,,,,Are estimates computed with some precision,Increase,15,Don't know (spontaneous),Yes,No,No,No,,Does not apply is a floor in a building (spontaneous),25,0,0,70,5,,,,Wholesale trade of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656622,656622,2019,Shareholding company with non-traded shares or shares traded privately,0,60,2013,No,Yes,60,Maintenance And Repair Of Motor Vehicles. Warehouse And Storage Activities (Tires),75,42320000,100,,,,,,0,Yes,40,0,Yes,40,30,10,Yes,Yes,Yes,25,,,5,3,10517800,88000,,62000,,28000000,0,300000,,Are estimates computed with some precision,Increase,2,Too many to count,No,No,No,No,,0,50,20,10,20,0,20,0,0,Provide services of,,0,0,,,,,,0,,0,,,30,,,
656623,656623,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2016,No,Yes,70,Bar Activity,70,35000000,100,,,,,,0,No,0,0,Yes,100,0,0,Yes,No,No,10,,,2,12,5000000,Don't know (spontaneous),,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,2000000,0,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,No,No,,0,100,0,0,0,0,0,0,0,Hotel or restaurant,,0,0,,,,,,0,,0,,,20,,,
656624,656624,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,Yes,30,Maintenance And Repair Of Vehicles,100,Don't know (spontaneous),100,,,,,,0,Don't know (spontaneous),0,0,Yes,90,0,0,Yes,No,Yes,17,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,9000000,900000,0,,Are estimates computed with some precision,Stay the same,,Too many to count,Yes,No,No,No,,0,90,10,0,0,0,10,0,0,Provide services of,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,
656625,656625,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,No,Don't know (spontaneous),"Installation Of Software For Computers, Repair",100,2000000,100,,,,,,0,No,0,0,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,1800000,,,,Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Provide services of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656626,656626,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,Yes,20,Repair Of Computers And Laptops,100,Don't know (spontaneous),100,,,,,,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,No,18,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Stay the same,,Too many to count,Yes,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Provide services of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
656627,656627,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,Don't know (spontaneous),Wholesale Trade Of Motor Vehicle Parts And Accessories,Don't know (spontaneous),7600000,100,,,,,,0,No,15,10,No,,,,Yes,Yes,Yes,6,,,No full-time seasonal or temporary workers,,1700000,0,,0,,Establishment was not in business in Fiscal Year,,,,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Provide services of,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,
656628,656628,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,No,Don't know (spontaneous),Provision Of Freight Transportation Services By Land Freight Transport,100,10000000,100,,,,,,70,No,20,30,Yes,30,0,10,Yes,Yes,Yes,15,,,2,3,4000000,40000,,Don't know (spontaneous),,7500000,2000000,0,,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,Yes,,70,55,40,0,0,5,60,0,0,Provide services of,No,0,0,,,,,,0,,0,,,80,,,
656629,656629,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,No,100,"Wholesale Trade In Auto Parts Vaz, Uaz, Gaz, Zil",50,9000000,100,,,,,,0,No,80,80,No,,,,Yes,No,No,10,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,9000000,,,,Are arbitrary and unreliable numbers,Stay the same,,Too many to count,No,No,No,No,,0,20,0,0,80,0,,,,Provide services of,,0,0,,,,,,,,,,,5,,,
656630,656630,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,No,Don't know (spontaneous),Technical Maintenance And Repair Of Motor Vehicles,Don't know (spontaneous),6600000,100,,,,,,100,No,0,0,No,,,,Yes,No,No,15,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,,,,Are in some case taken from books and in some case estimates,Increase,Don't know (spontaneous),Too many to count,No,No,No,No,,100,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Provide services of,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,
656631,656631,2019,Shareholding company with non-traded shares or shares traded privately,0,60,2010,No,Yes,0,"Wholesale Trade In Cars, Spare Parts For Foreign Cars",80,340000000,100,,,,,,100,No,0,0,No,,,,Yes,No,No,107,,,No full-time seasonal or temporary workers,,78000000,2600000,,3200000,,370000000,,,,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,100,70,0,0,30,0,,,,Provide services of,,0,0,,,,,,,,,,,50,,,
656632,656632,2019,Shareholding company with non-traded shares or shares traded privately,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Dealer Of Foreign Car Brands,Don't know (spontaneous),5000000,Don't know (spontaneous),,,,,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Increase,10,Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Provide services of,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,
656633,656633,2019,Shareholding company with non-traded shares or shares traded privately,0,80,2003,No,Yes,100,"Construction Of Residential And Non-Residential Buildings (Clinics, Schools, Kindergartens, Office Buildings)",100,15000000000,100,,,,,,100,No,60,30,No,,,,Yes,No,Yes,80,,,No full-time seasonal or temporary workers,,250000000,750000,,120000000,,7500000000,,,,Are estimates computed with some precision,Increase,15,20,No,No,No,No,,100,15,85,0,0,0,,,,Construction of,,0,0,,,,,,,,,,,45,,,
656634,656634,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,100,"Wholesale Trade Of Wood Materials, Construction Materials And Sanitary Equipment",90,8000000,100,,,,,,30,No,0,30,No,,,,Yes,No,Yes,22,,,7,2,3700000,350000,,0,,Establishment was not in business in Fiscal Year,,,,Are in some case taken from books and in some case estimates,Increase,10,Too many to count,Don't know (spontaneous),Don't know (spontaneous),No,No,,30,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Wholesale trade of,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,
656635,656635,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,Yes,100,Construction Of Residential And Non-Residential Buildings,60,5000000,100,,,,,,0,No,20,0,Yes,60,0,0,Yes,Yes,Yes,10,,,2,4,3000000,0,,0,,Establishment was not in business in Fiscal Year,1000000,0,,Are estimates computed with some precision,Increase,Don't know (spontaneous),4,No,No,No,No,,0,60,20,0,20,0,40,0,0,Construction of,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,
656636,656636,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,No,100,Construction Of Residential And Non-Residential Buildings,90,2500000,100,,,,,,100,No,50,30,No,,,,Yes,No,No,7,,,2,5,1500000,Don't know (spontaneous),,Don't know (spontaneous),,2400000,,,,Are estimates computed with some precision,Decrease,10,Too many to count,No,No,No,No,,100,60,20,0,20,0,,,,Construction of,,0,0,,,,,,,,,,,30,,,
656637,656637,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,100,Construction Of Residential And Non-Residential Buildings,75,7000000,100,,,,,,100,No,0,0,No,,,,Yes,No,No,7,,,No full-time seasonal or temporary workers,,3000000,100000,,120000,,5000000,,,,Are estimates computed with some precision,Increase,10,1,No,No,No,No,,100,100,0,0,0,0,,,,Construction of,,0,0,,,,,,,,,,,40,,,
656638,656638,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,15,"Wholesale Trade Of Ventilation, Air Conditioners",50,4000000,100,,,,,,0,No,40,20,Yes,,,,Yes,Don't know (spontaneous),No,5,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),60000,,20000,,3000000,1000000,0,,Are estimates computed with some precision,Increase,15,3,No,No,No,No,,0,50,0,0,50,0,,,,Wholesale trade of,,0,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,,,
656639,656639,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,No,65,"Construction Of Residential And Non-Residential Buildings (Houses, Office Buildings, Garages, Shops)",100,68000000,100,,,,,,0,No,30,45,Yes,0,100,0,Yes,No,Yes,18,,,No full-time seasonal or temporary workers,,15000000,88000,,2900000,,58000000,11000000,0,,Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),30,35,0,35,0,0,0,0,Construction of,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,
656640,656640,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,Yes,70,"Construction Of Residential And Commercial Real Estate, Municipal Facilities (Schools, Clinics, Housing), Commercial Real Estate (Shopping Centers, Offices, Shops)",100,700000000,100,,,,,,0,Yes,20,25,Yes,100,0,0,Yes,No,Yes,96,,,120,6,70000000,200000,,1000000,,750000000,70000000,0,,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,60,40,0,0,0,0,0,0,Construction of,,0,0,,,,,,0,,0,,,25,,,
656641,656641,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,70,"Construction Of Residential And Non-Residential Buildings (Cottages, Villas, Offices)",100,15000000,100,,,,,,100,No,0,0,Yes,60,0,10,Yes,No,Yes,15,,,4,3,6000000,36000,,100000,,Establishment was not in business in Fiscal Year,1500000,0,,Are estimates computed with some precision,Increase,20,Too many to count,No,No,Don't know (spontaneous),No,,0,80,0,0,0,20,0,0,30,Construction of,No,0,0,,,,,,0,,0,,,,,,
656642,656642,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,No,100,Construction Of Residential And Non-Residential Buildings,90,160000000,100,,,,,,100,No,0,15,No,,,,Yes,No,Yes,15,,,6,2,10550000,300000,,Don't know (spontaneous),,140000000,,,,Are estimates computed with some precision,Increase,2,Too many to count,No,No,No,No,,100,90,10,0,0,0,,,,Construction of,,0,0,,,,,,,,,,,,,,
656643,656643,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2004,No,No,75,"The Company Is Engaged In Confectionery Production: Caramel, Marmalade, Pastille, Candies, Halvah, Pastries, Cupcakes, Cakes, Pies, Cookies.",100,220000000,100,80,100,,,,0,Yes,20,60,No,,,,Yes,Yes,Yes,12,,,5,One month or less,16000000,1100000,135000000,Don't know (spontaneous),,163000000,,,35000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),65,20,0,15,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,20,,,Don't know (spontaneous)
656644,656644,2019,Shareholding company with non-traded shares or shares traded privately,0,70,2005,No,No,50,Manufacture Of Outerwear,100,Don't know (spontaneous),100,60,36,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,Yes,15,,,No full-time seasonal or temporary workers,,3060000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,90,10,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,30,,,Don't know (spontaneous)
656645,656645,2019,Shareholding company with non-traded shares or shares traded privately,0,95,1993,No,No,70,Manufacture Of Leather Clothes,80,930000,100,90,40,,,,100,No,0,0,No,,,,Yes,No,No,7,,,No full-time seasonal or temporary workers,,500000,20000,400000,Don't know (spontaneous),,1100000,,,1500000,Are estimates computed with some precision,Decrease,15,2,No,No,No,No,,100,70,30,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,40000
656646,656646,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,No,95,Furniture Production For Offices And Trade Enterprises,80,2500000,100,Don't know (spontaneous),40,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,Yes,No,Yes,5,,,No full-time seasonal or temporary workers,,1500000,250000,1000000,150000,,Don't know (spontaneous),,,1500000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,10,,,Don't know (spontaneous)
656647,656647,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2003,No,Yes,30,Production Of Clothing And Accessories,80,Don't know (spontaneous),100,85,77,,,,0,Don't know (spontaneous),30,10,Yes,100,0,0,Yes,No,No,17,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),600000,0,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,Yes,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,Don't know (spontaneous)
656648,656648,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,Yes,No,80,Meat Production,100,75000000,100,100,40,,,,100,No,70,50,Yes,0,0,0,Yes,Yes,Yes,13,,,15,5,5500000,500000,30000000,600000,,72000000,5000000,0,100000000,Are estimates computed with some precision,Increase,10,5,No,No,Yes,No,,100,40,20,0,40,0,100,0,0,Manufacturing of ,No,0,0,,,,,,0,,0,,,50,,,40000000
656649,656649,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,No,100,Production Of Dry Concrete Mixes,90,2500000,100,85,40,,,,0,No,0,0,No,,,,Yes,No,Yes,18,,,No full-time seasonal or temporary workers,,1700000,Don't know (spontaneous),300000,Don't know (spontaneous),,2300000,,,3000000,Are estimates computed with some precision,Increase,10,1,No,No,No,No,,0,60,40,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,2000000
656650,656650,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,Yes,15,Sewing Uniforms. Tailoring Waterproof Clothing. Sewing Workwear,95,79000000,100,80,80,,,,0,Yes,30,50,No,,,,Yes,No,No,58,,,No full-time seasonal or temporary workers,,22000000,1500000,40000000,50000,,Establishment was not in business in Fiscal Year,,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,30,,,72000000
656651,656651,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,20,Metal Profile Production,100,23500000,100,60,86,,,,0,No,0,0,No,,,,Yes,No,Yes,6,,,No full-time seasonal or temporary workers,,2000000,30000,15000000,10000,,20000000,,,Don't know (spontaneous),Are estimates computed with some precision,Decrease,5,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
656652,656652,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2005,No,No,90,Workwear Production,90,6000000,100,70,60,,,,0,No,20,5,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,2500000,700000,2000000,0,,5000000,,,1000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,0,90,5,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,5000000
656653,656653,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,100,Workwear Production,90,5000000,100,Don't know (spontaneous),48,,,,100,No,10,10,No,,,,Yes,No,No,11,,,No full-time seasonal or temporary workers,,2700000,300000,1000000,0,,Establishment was not in business in Fiscal Year,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,2,3,No,No,No,Yes,Don't know (spontaneous),100,90,0,0,10,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,No one has a university degree,,,4000000
656654,656654,2019,Shareholding company with non-traded shares or shares traded privately,0,Don't know (spontaneous),2001,Don't know (spontaneous),Yes,Don't know (spontaneous),"Clothes For Children, School Uniform, Casual",Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),36,,,,Don't know (spontaneous),Yes,Don't know (spontaneous),0,Don't know (spontaneous),,,,Yes,Don't know (spontaneous),Don't know (spontaneous),9,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Manufacturing of ,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
656655,656655,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1995,No,No,30,"Tailoring Of Military And Cossack Uniforms, School Uniforms, Workwear",100,15000000,100,80,56,,,,100,No,10,20,No,,,,Yes,Yes,Don't know (spontaneous),15,,,No full-time seasonal or temporary workers,,7000000,65000,2000000,Don't know (spontaneous),,11390000,,,5000000,Are in some case taken from books and in some case estimates,Increase,10,5,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
656656,656656,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2009,No,Yes,30,Production Of Construction And Road Bitumen,90,1100000000,100,95,80,,,,100,No,Don't know (spontaneous),60,Yes,50,0,0,Yes,No,Yes,67,,,14,3,95000000,12000000,680000000,Don't know (spontaneous),,1200000000,20000000,28000000,200000000,Are in some case taken from books and in some case estimates,Stay the same,,29,No,No,No,No,,100,90,10,0,0,0,50,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,850000000
656657,656657,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,Yes,100,Bread Production,65,3600000,100,100,48,,,,10,Yes,10,0,No,,,,Yes,No,No,17,,,No full-time seasonal or temporary workers,,1900000,0,800000,0,,3000000,,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Don't know (spontaneous),,Too many to count,No,No,No,No,,10,80,0,0,10,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,No one has a university degree,,,2700000
656658,656658,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1967,No,Yes,12,"Production Of Ational Art Craft, Tailoring Of Clothes",100,20000000,99,80,54,,,,100,Yes,10,15,No,,,,Yes,No,No,50,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are taken directly from establishment records,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,No employees trained,No employees trained,Don't know (spontaneous)
656659,656659,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,100,Production Of Building Metal Structures,70,6400000,100,90,40,,,,0,No,10,10,No,,,,Yes,Yes,Yes,9,,,No full-time seasonal or temporary workers,,4500000,220000,500000,0,,Establishment was not in business in Fiscal Year,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,2,1,No,No,No,No,,Don't know (spontaneous),70,10,10,0,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,No one has a university degree,,,5500000
656660,656660,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2013,No,No,40,"Sewing Production Of Sportswear For Fitness, Dance, Outdoor Activities. Tailoring Products To Order. Sewing Production: Lengths, Breeches, Jackets, Tops, Shorts, Trousers. Products Are Sewed From Knitted Fabrics (Cotton, Lycra, Viscose, Footer ",95,16000000,90,80,60,,,,0,No,30,20,Yes,45,30,0,Yes,Yes,Yes,9,,,No full-time seasonal or temporary workers,,5800000,Don't know (spontaneous),7200000,Don't know (spontaneous),,12000000,220000,0,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,12,No,No,No,No,,Does not apply is a floor in a building (spontaneous),45,25,0,30,0,25,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,Don't know (spontaneous)
656661,656661,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2003,No,Yes,100,"Production Of Leaflets, Flyers",70,2600000,100,90,40,,,,100,No,0,0,No,,,,Yes,No,No,8,,,No full-time seasonal or temporary workers,,1500000,Don't know (spontaneous),400000,Don't know (spontaneous),,2100000,,,3000000,Are estimates computed with some precision,Stay the same,,3,No,No,No,No,,100,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,2000000
656662,656662,2019,Shareholding company with non-traded shares or shares traded privately,0,60,2012,No,No,70,"Manufacture Of Prefabricated Building Structures From Cement, Concrete And Gypsum",40,34000000,100,70,96,,,,100,No,Don't know (spontaneous),Don't know (spontaneous),Yes,100,0,0,Yes,Yes,No,7,,,10,8,4000000,Don't know (spontaneous),15000000,Don't know (spontaneous),,55000000,4000000,7000000,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Increase,Don't know (spontaneous),Too many to count,No,No,No,No,,100,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,40,,,Don't know (spontaneous)
656663,656663,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,Yes,85,Production Of Equipment For Ventilation Systems,90,153000000,100,85,48,,,,0,No,25,20,No,,,,Yes,No,No,37,,,No full-time seasonal or temporary workers,,50000000,100000,60000000,150000,,140000000,,,90000000,Are estimates computed with some precision,Increase,20,15,Yes,No,No,No,,0,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,25,,,100000
656664,656664,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,60,Sewing And Selling Clothes For Everyday Life,100,102600000,100,100,40,,,,0,No,5,0,No,,,,Yes,No,Yes,15,,,5,12,8200000,70000,20000000,0,,104920000,,,1200000,Are taken directly from establishment records,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,90,10,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,No one has a university degree,,,8500000
